"n°UAI de l'établissement";"Libellé de l'établissement";"Région";"Dont apprentis en EPLE";;"Taux";"Taux attendu";"Valeur ajoutée";
"0592966D";"Lycée polyvalent privé EIC Jehanne d'Arc";"HAUTS-DE-FRANCE";"ensemble";60;37;33;4;50
"0592967E";"Lycée polyvalent privé La Sagesse";"HAUTS-DE-FRANCE";"ensemble";50;38;35;4;42
"0592969G";"Lycée polyvalent privé Dampierre";"HAUTS-DE-FRANCE";"ensemble";52;38;35;3;47
"0592973L";"Lycée professionnel privé Saint François d'Assise";"HAUTS-DE-FRANCE";"ensemble";60;46;34;12;51
"0592976P";"Lycée polyvalent privé Hélène Boucher";"HAUTS-DE-FRANCE";"ensemble";50;28;29;0;31
"0592980U";"Lycée polyvalent privé EIC Marie Noël";"HAUTS-DE-FRANCE";"ensemble";47;29;25;4;35
"0593006X";"Lycée polyvalent privé Notre-Dame d'Annay";"HAUTS-DE-FRANCE";"ensemble";43;43;40;3;36
"0593007Y";"Lycée général et technologique privé Frédéric Ozanam - Lycée des Métiers de la Construction de l'Environnement et des Energies";"HAUTS-DE-FRANCE";"ensemble";65;58;48;10;60
"0593015G";"Lycée professionnel privé Camille de Lellis";"HAUTS-DE-FRANCE";"ensemble";54;34;32;2;38
"0593020M";"Lycée professionnel privé de la Chambre des Métiers et de l'Artisanat (CMA) Hauts de France";"HAUTS-DE-FRANCE";"ensemble";50;;;;
"0593027V";"Lycée professionnel privé Industries Lilloises - Lycée des Métiers de la Construction de l'Environnement et des Énergies";"HAUTS-DE-FRANCE";"ensemble";62;30;38;-8;40
"0593030Y";"Lycée professionnel privé Notre-Dame du Sacré-Coeur - Lycée des Métiers du Bien-Être, de la Santé et du Social";"HAUTS-DE-FRANCE";"ensemble";54;52;45;7;56
"0593034C";"Lycée polyvalent privé Théophile Legrand";"HAUTS-DE-FRANCE";"ensemble";51;29;36;-7;37
"0593036E";"Lycée polyvalent privé Notre Dame du Tilleul";"HAUTS-DE-FRANCE";"ensemble";59;;;;
"0593040J";"Lycée polyvalent privé Notre-Dame de La Providence";"HAUTS-DE-FRANCE";"ensemble";63;53;43;10;65
"0593058D";"Lycée polyvalent privé Vauban - Lycée des métiers";"HAUTS-DE-FRANCE";"ensemble";49;35;36;-1;40
"0593060F";"Lycée Polyvalent Privé Institut Nicolas Barré - Lycée des Métiers de la Sécurité-prévention, de l'Automobile et de la Maintenance des matériels";"HAUTS-DE-FRANCE";"ensemble";57;41;36;6;47
"0593061G";"Lycée polyvalent privé Saint Luc";"HAUTS-DE-FRANCE";"ensemble";50;42;36;6;52
"0593063J";"Lycée professionnel privé Sainte Marie";"HAUTS-DE-FRANCE";"ensemble";67;23;31;-8;34
"0593066M";"Lycée professionnel privé Jean Paul II";"HAUTS-DE-FRANCE";"ensemble";41;23;25;-1;31
"0593071T";"Lycée polyvalent privé Deforest de Lewarde";"HAUTS-DE-FRANCE";"ensemble";43;35;39;-5;45
"0593077Z";"Lycée polyvalent privé Saint Joseph";"HAUTS-DE-FRANCE";"ensemble";65;31;41;-9;39
"0593078A";"Lycée polyvalent privé Fondation Depoorter - Lycée des Métiers de la Santé et du Social";"HAUTS-DE-FRANCE";"ensemble";49;24;32;-8;37
"0593079B";"Lycée professionnel privé Sainte Bernadette";"HAUTS-DE-FRANCE";"ensemble";43;15;20;-5;32
"0593104D";"Lycée polyvalent privé Saint Pierre";"HAUTS-DE-FRANCE";"ensemble";42;26;32;-6;37
"0593117T";"Lycée polyvalent privé La Salle";"HAUTS-DE-FRANCE";"ensemble";56;45;49;-4;53
"0593136N";"Lycée général et technologique privé Saint Jacques";"HAUTS-DE-FRANCE";"ensemble";39;;;;
"0593495D";"Lycée Professionnel Paul Langevin";"HAUTS-DE-FRANCE";"ensemble";48;42;33;9;44
"0594278E";"Lycée technologique privé EPID";"HAUTS-DE-FRANCE";"ensemble";26;49;46;4;54
"0594302F";"Lycée professionnel François Mansart - Lycée des Métiers du Bâtiment";"HAUTS-DE-FRANCE";"ensemble";46;24;20;3;35
"0594375K";"Lycée professionnel Dinah Derycke";"HAUTS-DE-FRANCE";"ensemble";55;44;42;2;48
"0594375K";"Lycée professionnel Dinah Derycke";"HAUTS-DE-FRANCE";"dont élèves en voie pro sco";64;28;29;-1;32
"0594375K";"Lycée professionnel Dinah Derycke";"HAUTS-DE-FRANCE";"dont apprentis";29;69;64;6;72
"0594380R";"Etablissement régional d'enseignement adapté déficients intellectuels légers handicapés sociaux Colette Magny";"HAUTS-DE-FRANCE";"ensemble";43;4;13;-9;11
"0594391C";"Lycée technologique Ecole Sup Arts Appliqués Textile";"HAUTS-DE-FRANCE";"ensemble";68;31;43;-12;40
"0594400M";"Lycée professionnel Automobile et Transports";"HAUTS-DE-FRANCE";"ensemble";38;45;39;5;55
"0594404S";"Lycée professionnel René Cassin";"HAUTS-DE-FRANCE";"ensemble";43;16;28;-12;37
"0594404S";"Lycée professionnel René Cassin";"HAUTS-DE-FRANCE";"dont élèves en voie pro sco";45;14;26;-12;35
"0594404S";"Lycée professionnel René Cassin";"HAUTS-DE-FRANCE";"dont apprentis";;;;;
"0594424N";"Lycée général et technologique Raymond Queneau";"HAUTS-DE-FRANCE";"ensemble";34;58;52;6;58
"0594532F";"Lycée professionnel Ambroise Croizat";"HAUTS-DE-FRANCE";"ensemble";39;19;18;1;30
"0594541R";"Etablissement régional d'enseignement adapté Déficients visuels Ignace Pleyel";"HAUTS-DE-FRANCE";"ensemble";52;0;12;-12;10
"0594652L";"Lycée professionnel des Plaines du Nord";"HAUTS-DE-FRANCE";"ensemble";38;12;24;-12;22
"0594653M";"Lycée professionnel André Jurénil";"HAUTS-DE-FRANCE";"ensemble";57;19;21;-3;33
"0595480L";"Lycée professionnel Ile Jeanty";"HAUTS-DE-FRANCE";"ensemble";46;22;25;-4;34
"0595483P";"Etablissement régional d'enseignement adapté Nelson Mandela";"HAUTS-DE-FRANCE";"ensemble";32;14;26;-12;25
"0595616J";"Lycée général et technologique du Noordover";"HAUTS-DE-FRANCE";"ensemble";28;41;47;-6;52
"0595657D";"Lycée polyvalent privé Institut Saint Vincent de Paul - Lycée des Métiers du Bien-Être, de la Santé et du Social";"HAUTS-DE-FRANCE";"ensemble";48;34;39;-4;44
"0595678B";"Lycée professionnel Léonard de Vinci";"HAUTS-DE-FRANCE";"ensemble";45;25;23;2;35
"0595786U";"Lycée général et technologique Jean Prouvé";"HAUTS-DE-FRANCE";"ensemble";34;63;60;2;67
"0595786U";"Lycée général et technologique Jean Prouvé";"HAUTS-DE-FRANCE";"dont élèves en voie pro sco";38;55;55;-1;61
"0595786U";"Lycée général et technologique Jean Prouvé";"HAUTS-DE-FRANCE";"dont apprentis";22;83;73;10;83
"0595787V";"Lycée professionnel Alain Savary - Lycée des Métiers";"HAUTS-DE-FRANCE";"ensemble";56;24;28;-4;29
"0595809U";"Lycée général et technologique de l'Escaut";"HAUTS-DE-FRANCE";"ensemble";52;39;47;-8;43
"0595856V";"Lycée professionnel de L'Yser";"HAUTS-DE-FRANCE";"ensemble";51;34;23;11;37
"0595867G";"Lycée général et technologique international Montebello";"HAUTS-DE-FRANCE";"ensemble";31;49;51;-3;50
"0595884A";"Lycée polyvalent André Lurcat";"HAUTS-DE-FRANCE";"ensemble";51;35;35;0;40
"0595885B";"Lycée général et technologique Arthur Rimbaud";"HAUTS-DE-FRANCE";"ensemble";36;50;52;-2;55
"0595894L";"Lycée professionnel François Rabelais";"HAUTS-DE-FRANCE";"ensemble";50;28;29;0;30
"0595894L";"Lycée professionnel François Rabelais";"HAUTS-DE-FRANCE";"dont élèves en voie pro sco";51;27;28;-1;28
"0595894L";"Lycée professionnel François Rabelais";"HAUTS-DE-FRANCE";"dont apprentis";35;46;43;2;46
"0595918M";"Lycée professionnel privé EPID - Lycée des Métiers des Industries et des innovations technologiques";"HAUTS-DE-FRANCE";"ensemble";71;34;30;4;40
"0596854E";"Lycée polyvalent du Pays de Condé";"HAUTS-DE-FRANCE";"ensemble";41;28;31;-3;37
"0596925G";"Lycée polyvalent Charlotte Perriand";"HAUTS-DE-FRANCE";"ensemble";54;36;36;0;42
"0596957S";"Lycée professionnel Aimé Césaire";"HAUTS-DE-FRANCE";"ensemble";53;19;27;-7;23
"0597005U";"Lycée polyvalent du Val de Lys";"HAUTS-DE-FRANCE";"ensemble";44;14;26;-11;23
"0600001A";"Lycée général et technologique Félix Faure";"HAUTS-DE-FRANCE";"ensemble";34;52;55;-4;57
"0600001A";"Lycée général et technologique Félix Faure";"HAUTS-DE-FRANCE";"dont élèves en voie pro sco";34;49;53;-4;58
"0600001A";"Lycée général et technologique Félix Faure";"HAUTS-DE-FRANCE";"dont apprentis";34;71;69;2;52
"0600002B";"Lycée polyvalent Paul Langevin - Lycée des métiers de l'industrie et du génie civil";"HAUTS-DE-FRANCE";"ensemble";51;46;45;1;51
"0600002B";"Lycée polyvalent Paul Langevin - Lycée des métiers de l'industrie et du génie civil";"HAUTS-DE-FRANCE";"dont élèves en voie pro sco";52;40;39;1;42
"0600002B";"Lycée polyvalent Paul Langevin - Lycée des métiers de l'industrie et du génie civil";"HAUTS-DE-FRANCE";"dont apprentis";43;81;78;3;96
"0600003C";"Lycée professionnel Jean-Baptiste Corot - Lycée des métiers de l'habitat et du commerce";"HAUTS-DE-FRANCE";"ensemble";51;29;31;-2;36
"0600003C";"Lycée professionnel Jean-Baptiste Corot - Lycée des métiers de l'habitat et du commerce";"HAUTS-DE-FRANCE";"dont élèves en voie pro sco";52;29;29;-1;35
"0600003C";"Lycée professionnel Jean-Baptiste Corot - Lycée des métiers de l'habitat et du commerce";"HAUTS-DE-FRANCE";"dont apprentis";27;36;48;-12;50
"0600004D";"Lycée professionnel Les Jacobins";"HAUTS-DE-FRANCE";"ensemble";47;27;29;-2;35
"0600004D";"Lycée professionnel Les Jacobins";"HAUTS-DE-FRANCE";"dont élèves en voie pro sco";47;27;29;-2;34
"0600004D";"Lycée professionnel Les Jacobins";"HAUTS-DE-FRANCE";"dont apprentis";;;;;
"0600009J";"Lycée général et technologique Jean Rostand";"HAUTS-DE-FRANCE";"ensemble";31;44;47;-4;44
"0600013N";"Lycée général et technologique Cassini";"HAUTS-DE-FRANCE";"ensemble";43;50;60;-10;52
"0600013N";"Lycée général et technologique Cassini";"HAUTS-DE-FRANCE";"dont élèves en voie pro sco";39;42;54;-12;44
"0600013N";"Lycée général et technologique Cassini";"HAUTS-DE-FRANCE";"dont apprentis";54;;;;
"0600015R";"Lycée d'enseignement général et technologique Mireille Grenet";"HAUTS-DE-FRANCE";"ensemble";41;54;49;4;54
"0600016S";"Lycée professionnel Mireille Grenet industriel - Lycée des métiers de l'innovation et des services";"HAUTS-DE-FRANCE";"ensemble";60;26;29;-3;40
"0600017T";"Lycée professionnel mixte M.Grenet";"HAUTS-DE-FRANCE";"ensemble";57;16;24;-8;27
"0600020W";"Lycée d'enseignement général et technologique Marie Curie";"HAUTS-DE-FRANCE";"ensemble";48;45;55;-10;52
"0600021X";"Lycée général et technologique Jules Uhry";"HAUTS-DE-FRANCE";"ensemble";26;53;51;2;58
"0600040T";"Lycée d'enseignement général et technologique Jean Calvin";"HAUTS-DE-FRANCE";"ensemble";41;54;58;-4;56
"0600040T";"Lycée d'enseignement général et technologique Jean Calvin";"HAUTS-DE-FRANCE";"dont élèves en voie pro sco";34;48;53;-5;45
"0600040T";"Lycée d'enseignement général et technologique Jean Calvin";"HAUTS-DE-FRANCE";"dont apprentis";47;61;64;-3;68
"0600041U";"Lycée professionnel Charles de Bovelles - Lycée des métiers";"HAUTS-DE-FRANCE";"ensemble";44;24;26;-2;34
"0600048B";"Lycée professionnel Donation de Rothschild";"HAUTS-DE-FRANCE";"ensemble";49;37;34;2;45
"0600049C";"Lycée professionnel Amyot d'Inville - Lycée des métiers du BTP, de la vente et de la communication graphique";"HAUTS-DE-FRANCE";"ensemble";50;36;34;1;43
"0600049C";"Lycée professionnel Amyot d'Inville - Lycée des métiers du BTP, de la vente et de la communication graphique";"HAUTS-DE-FRANCE";"dont élèves en voie pro sco";52;32;31;1;40
"0600049C";"Lycée professionnel Amyot d'Inville - Lycée des métiers du BTP, de la vente et de la communication graphique";"HAUTS-DE-FRANCE";"dont apprentis";;;;;
"0600062S";"Lycée professionnel Marie Curie - Lycée des métiers de l'ingénierie des industries mécaniques, chimiques et biotechnologiques";"HAUTS-DE-FRANCE";"ensemble";62;50;48;2;47
"0600062S";"Lycée professionnel Marie Curie - Lycée des métiers de l'ingénierie des industries mécaniques, chimiques et biotechnologiques";"HAUTS-DE-FRANCE";"dont élèves en voie pro sco";71;31;34;-4;29
"0600062S";"Lycée professionnel Marie Curie - Lycée des métiers de l'ingénierie des industries mécaniques, chimiques et biotechnologiques";"HAUTS-DE-FRANCE";"dont apprentis";42;71;64;7;67
"0600063T";"Lycée professionnel Jules Uhry";"HAUTS-DE-FRANCE";"ensemble";53;18;27;-8;31
"0600070A";"Etablissement régional d'enseignement adapté Joséphine Baker à Crevecoeur le Grand";"HAUTS-DE-FRANCE";"ensemble";45;21;16;5;17
"0601149Y";"Lycée général et technologique privé Saint Vincent";"HAUTS-DE-FRANCE";"ensemble";28;71;59;12;62
"0601162M";"Lycée professionnel privé St Vincent de Paul";"HAUTS-DE-FRANCE";"ensemble";56;25;26;-1;33
"0601164P";"Lycée professionnel privé Croiset";"HAUTS-DE-FRANCE";"ensemble";43;50;43;7;52
"0601363F";"Lycée professionnel Robert Desnos";"HAUTS-DE-FRANCE";"ensemble";53;42;33;9;46
"0601363F";"Lycée professionnel Robert Desnos";"HAUTS-DE-FRANCE";"dont élèves en voie pro sco";56;40;30;10;46
"0601363F";"Lycée professionnel Robert Desnos";"HAUTS-DE-FRANCE";"dont apprentis";;;;;
"0601470X";"Lycée professionnel Lavoisier - Lycée des métiers des services du numérique à la personne - de l'entreprise à l'innovation";"HAUTS-DE-FRANCE";"ensemble";46;35;33;2;37
"0601700X";"Lycée général et technologique privé Sevigné";"HAUTS-DE-FRANCE";"ensemble";40;;;;
"0601701Y";"Lycée général et technologique privé Jean-paul II";"HAUTS-DE-FRANCE";"ensemble";45;60;49;11;66
"0601787S";"Lycée professionnel Roberval - Lycée des métiers";"HAUTS-DE-FRANCE";"ensemble";47;32;34;-2;44
"0601787S";"Lycée professionnel Roberval - Lycée des métiers";"HAUTS-DE-FRANCE";"dont élèves en voie pro sco";49;27;31;-4;42
"0601787S";"Lycée professionnel Roberval - Lycée des métiers";"HAUTS-DE-FRANCE";"dont apprentis";;;;;
"0601822E";"Lycée professionnel Arthur Rimbaud - Lycée des métiers de l'électronique, de la menuiserie et de la vente";"HAUTS-DE-FRANCE";"ensemble";52;20;28;-8;31
"0601823F";"Lycée général et technologique François Truffaut - Lycée des métiers du tertiaire, de la santé et du social";"HAUTS-DE-FRANCE";"ensemble";28;56;47;8;56
"0601824G";"Lycée général et technologique Jeanne Hachette";"HAUTS-DE-FRANCE";"ensemble";50;64;52;12;68
"0601826J";"Lycée général et technologique Hugues Capet";"HAUTS-DE-FRANCE";"ensemble";39;59;57;2;63
"0601831P";"Lycée général et technologique privé St Joseph du Moncel";"HAUTS-DE-FRANCE";"ensemble";32;79;67;12;71
"0601832R";"Lycée général et technologique Jean Monnet";"HAUTS-DE-FRANCE";"ensemble";31;46;55;-10;51
"0601845E";"Lycée professionnel de la Forêt - Lycée des métiers des services aux entreprises";"HAUTS-DE-FRANCE";"ensemble";49;30;33;-3;40
"0601863Z";"Lycée polyvalent Charles de Gaulle - Lycée des métiers de la restauration et du tourisme";"HAUTS-DE-FRANCE";"ensemble";44;43;47;-4;52
"0601864A";"Lycée d'enseignement général et technologique André Malraux";"HAUTS-DE-FRANCE";"ensemble";25;63;54;9;63
"0601865B";"Lycée général et technologique Condorcet";"HAUTS-DE-FRANCE";"ensemble";18;39;51;-12;70
"0601870G";"Lycée professionnel André Malraux - Lycée des métiers du tertiaire et des services à la personne";"HAUTS-DE-FRANCE";"ensemble";59;22;26;-4;36
"0601896K";"Lycée professionnel privé St Joseph du Moncel";"HAUTS-DE-FRANCE";"ensemble";62;;;;
"0601897L";"Lycée professionnel Jules Verne - Lycée des métiers du génie électrique et des services à la personne";"HAUTS-DE-FRANCE";"ensemble";54;17;24;-7;31
"0601946P";"Lycée professionnel privé Jean-paul II";"HAUTS-DE-FRANCE";"ensemble";52;47;35;12;41
"0601947R";"Lycée professionnel privé Sévigné";"HAUTS-DE-FRANCE";"ensemble";69;;;;
"0610001V";"Lycée général et technologique Alain";"NORMANDIE";"ensemble";45;65;58;7;69
"0610001V";"Lycée général et technologique Alain";"NORMANDIE";"dont élèves en voie pro sco";27;;;;
"0610001V";"Lycée général et technologique Alain";"NORMANDIE";"dont apprentis";60;;;;
"0610002W";"Lycée polyvalent Navarre/Leclerc";"NORMANDIE";"ensemble";40;46;42;4;48
"0610004Y";"Lycée professionnel Marcel Mezen - Lycée des métiers de l'automobile et du transport";"NORMANDIE";"ensemble";35;49;43;6;50
"0610006A";"Lycée polyvalent Mezeray-Gabriel";"NORMANDIE";"ensemble";48;36;42;-6;45
"0610006A";"Lycée polyvalent Mezeray-Gabriel";"NORMANDIE";"dont élèves en voie pro sco";51;29;36;-7;39
"0610006A";"Lycée polyvalent Mezeray-Gabriel";"NORMANDIE";"dont apprentis";21;73;70;2;77
"0610018N";"Lycée polyvalent des Andaines - Lycée des métiers du bois et de la transition écologique";"NORMANDIE";"ensemble";39;67;55;12;74
"0610018N";"Lycée polyvalent des Andaines - Lycée des métiers du bois et de la transition écologique";"NORMANDIE";"dont élèves en voie pro sco";35;59;50;9;65
"0610018N";"Lycée polyvalent des Andaines - Lycée des métiers du bois et de la transition écologique";"NORMANDIE";"dont apprentis";48;;;;
"0610019P";"Lycée professionnel Flora Tristan";"NORMANDIE";"ensemble";44;29;34;-5;42
"0610021S";"Lycée polyvalent Jean Guehenno - lycée des métiers des services, de l'industrie et du tertiaire";"NORMANDIE";"ensemble";43;40;39;1;47
"0610021S";"Lycée polyvalent Jean Guehenno - lycée des métiers des services, de l'industrie et du tertiaire";"NORMANDIE";"dont élèves en voie pro sco";44;36;35;1;43
"0610021S";"Lycée polyvalent Jean Guehenno - lycée des métiers des services, de l'industrie et du tertiaire";"NORMANDIE";"dont apprentis";38;;;;
"0610026X";"Lycée polyvalent Napoleon";"NORMANDIE";"ensemble";63;39;35;4;49
"0610026X";"Lycée polyvalent Napoleon";"NORMANDIE";"dont élèves en voie pro sco";65;36;32;4;45
"0610026X";"Lycée polyvalent Napoleon";"NORMANDIE";"dont apprentis";;;;;
"0610692W";"Lycée polyvalent privé St François de Sales";"NORMANDIE";"ensemble";43;35;40;-5;57
"0610694Y";"Lycée général privé Jeanne d'Arc";"NORMANDIE";"ensemble";20;57;62;-5;68
"0610698C";"Lycée polyvalent privé Saint Thomas D'Aquin";"NORMANDIE";"ensemble";49;60;49;11;64
"0610721C";"Lycée professionnel privé Jeanne d'Arc";"NORMANDIE";"ensemble";68;49;43;6;56
"0610724F";"Lycée professionnel privé Esat de Giel";"NORMANDIE";"ensemble";64;54;47;7;68
"0610996B";"Etablissement régional d'enseignement adapté Pierre Mendès France";"NORMANDIE";"ensemble";30;9;19;-10;17
"0611148S";"Lycée polyvalent Jean Monnet";"NORMANDIE";"ensemble";36;22;34;-12;39
"0611148S";"Lycée polyvalent Jean Monnet";"NORMANDIE";"dont élèves en voie pro sco";39;20;32;-12;33
"0611148S";"Lycée polyvalent Jean Monnet";"NORMANDIE";"dont apprentis";;;;;
"0611157B";"Section d'enseignement professionnel du lycée polyvalent Navarre/Leclerc";"NORMANDIE";"ensemble";52;17;28;-11;23
"0620011A";"Lycée Professionnel Jacques Le Caron";"HAUTS-DE-FRANCE";"ensemble";46;44;46;-2;53
"0620011A";"Lycée Professionnel Jacques Le Caron";"HAUTS-DE-FRANCE";"dont élèves en voie pro sco";51;30;32;-2;40
"0620011A";"Lycée Professionnel Jacques Le Caron";"HAUTS-DE-FRANCE";"dont apprentis";38;64;65;-2;71
"0620018H";"Lycée professionnel Fernand Degrugillier";"HAUTS-DE-FRANCE";"ensemble";40;26;32;-6;39
"0620027T";"Lycée polyvalent Pablo Picasso";"HAUTS-DE-FRANCE";"ensemble";64;17;16;1;10
"0620030W";"Lycée professionnel Philippe Auguste";"HAUTS-DE-FRANCE";"ensemble";39;51;43;8;63
"0620040G";"Lycée général et technologique Louis Blaringhem";"HAUTS-DE-FRANCE";"ensemble";29;48;52;-3;54
"0620040G";"Lycée général et technologique Louis Blaringhem";"HAUTS-DE-FRANCE";"dont élèves en voie pro sco";33;41;50;-10;51
"0620040G";"Lycée général et technologique Louis Blaringhem";"HAUTS-DE-FRANCE";"dont apprentis";15;68;56;12;61
"0620042J";"Lycée général et technologique André Malraux";"HAUTS-DE-FRANCE";"ensemble";35;49;47;2;53
"0620043K";"Lycée professionnel Salvador Allende";"HAUTS-DE-FRANCE";"ensemble";43;42;48;-7;55
"0620043K";"Lycée professionnel Salvador Allende";"HAUTS-DE-FRANCE";"dont élèves en voie pro sco";56;25;31;-6;45
"0620043K";"Lycée professionnel Salvador Allende";"HAUTS-DE-FRANCE";"dont apprentis";19;58;65;-7;66
"0620052V";"Lycée polyvalent Edouard Branly - Lycée des Métiers du Bâtiment et des Energies renouvelables, de l'Industrie des terres d'Opale";"HAUTS-DE-FRANCE";"ensemble";46;51;52;0;58
